phenotype_id,phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care_code_lists,secondary_care_code_lists,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,status,date,modified_date,author,sex,valid_event_data_range,validation,clinical_terminologies,,data_sources,,version
PHE00028,Autism and Asperger's syndrome,CPRD_autism.csv,ICD_autism.csv,,Autism,"At the specified date, a patient is defined as having had 'Autism and Asperger's syndrome' and Asperger's syndrome IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Autism and Asperger's syndrome' and Asperger's syndrome diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Autism and Asperger's syndrome' and Asperger's syndrome or history of diagnosis during a hospitalization",Psychiatric,0,1,autism,CPRD_autism.csv,ICD_autism.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-31",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00029,Autoimmune liver disease,CPRD_autoimm_liver.csv,ICD_autoimm_liver.csv,,Autoimmune liver disease,"At the specified date, a patient is defined as having had 'Autoimmune liver disease' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Autoimmune liver disease' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Autoimmune liver disease' or history of diagnosis during a hospitalization",Digestive,0,1,autoimm_liver,CPRD_autoimm_liver.csv,ICD_autoimm_liver.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-32",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00030,Bacterial Diseases (excl TB),,ICD_bacterial.csv,,Bacterial infections,"At the specified date, a patient is defined as having had 'Bacterial Diseases (excl TB)' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of Bacterial Diseases (excl TB) or history of diagnosis during a hospitalization",Infections,0,1,bacterial,,ICD_bacterial.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-33",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00031,Bacterial sepsis of newborn,CPRD_sepsis_newborn.csv,ICD_sepsis_newborn.csv,,Sepsis of the Newborn,"At the specified date, a patient is defined as having had Bacterial sepsis of newborn IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Bacterial sepsis of newborn diagnosis or history of diagnosis during a consultation AND IF the patient is aged < 1y at the first event date
OR
Secondary care
1. ALL diagnoses of  Bacterial sepsis of newborn or history of diagnosis during a hospitalization AND IF the patient is aged < 1y at the first event date",Perinatal ,0,0,sepsis_newborn,CPRD_sepsis_newborn.csv,ICD_sepsis_newborn.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-34",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00032,Barrett's oesophagus,CPRD_barretts.csv,ICD_barretts.csv,,Barrett's Oesophagus,"At the specified date, a patient is defined as having had 'Barrett's oesophagus' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Barrett's oesophagus' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Barrett's oesophagus' or history of diagnosis during a hospitalization",Digestive,0,1,barretts,CPRD_barretts.csv,ICD_barretts.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-35",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00033,Bell's palsy,CPRD_bells.csv,ICD_bells.csv,,Bell's palsy,"At the specified date, a patient is defined as having had 'Bell's palsy' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Bell's palsy' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Bell's palsy' or history of diagnosis during a hospitalization",Neurological,0,1,bells,CPRD_bells.csv,ICD_bells.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-36",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00034,Benign neoplasm and polyp of uterus,CPRD_benign_uterus.csv,ICD_benign_uterus.csv,,Benign Neoplasm - uterus,"At the specified date, a patient is defined as having had Benign neoplasm and polyp of uterus IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Benign neoplasm and polyp of uterus diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Benign neoplasm and polyp of uterus or history of diagnosis during a hospitalization",Benign neoplasm or CIN,0,1,benign_uterus,CPRD_benign_uterus.csv,ICD_benign_uterus.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-37",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00035,Benign neoplasm of brain and other parts of central nervous system,CPRD_benign_brain.csv,ICD_benign_brain.csv,,Benign neoplasm - Brain,"At the specified date, a patient is defined as having had Benign neoplasm of brain and other parts of central nervous system IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Benign neoplasm of brain and other parts of central nervous system diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Benign neoplasm of brain and other parts of central nervous system or history of diagnosis during a hospitalization",Benign neoplasm or CIN,0,1,benign_brain,CPRD_benign_brain.csv,ICD_benign_brain.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-38",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00036,"Benign neoplasm of colon, rectum, anus and anal canal",CPRD_benign_colon.csv,ICD_benign_colon.csv,,Benign Neoplasm - Colon,"At the specified date, a patient is defined as having had Benign neoplasm of colon, rectum, anus and anal canal IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Benign neoplasm of colon, rectum, anus and anal canal diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Benign neoplasm of colon, rectum, anus and anal canal or history of diagnosis during a hospitalization",Benign neoplasm or CIN,0,1,benign_colon,CPRD_benign_colon.csv,ICD_benign_colon.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-39",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00037,Benign neoplasm of ovary,CPRD_benign_ovary.csv,ICD_benign_ovary.csv,,Benign Neoplasm - Ovary,"At the specified date, a patient is defined as having had Benign neoplasm of ovary IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Benign neoplasm of ovary diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Benign neoplasm of ovary or history of diagnosis during a hospitalization",Benign neoplasm or CIN,0,1,benign_ovary,CPRD_benign_ovary.csv,ICD_benign_ovary.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-40",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00038,Benign neoplasm of stomach and duodenum,CPRD_benign_stomach.csv,ICD_benign_stomach.csv,,Benign Neiplasm - Stomach,"At the specified date, a patient is defined as having had Benign neoplasm of stomach and duodenum IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Benign neoplasm of stomach and duodenum diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Benign neoplasm of stomach and duodenum or history of diagnosis during a hospitalization",Benign neoplasm or CIN,0,1,benign_stomach,CPRD_benign_stomach.csv,ICD_benign_stomach.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-41",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00039,Bifascicular block,CPRD_bifasc_block.csv,ICD_bifasc_block.csv,,Bifascicular block,"At the specified date, a patient is defined as having had 'Bifascicular block' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Bifascicular block' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Bifascicular block' or history of diagnosis during a hospitalization",Cardiovascular,0,1,bifasc_block,CPRD_bifasc_block.csv,ICD_bifasc_block.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-42",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00040,Bipolar affective disorder and mania,CPRD_BAD.csv,ICD_BAD.csv,,Bipolar Affective Disorder,"At the specified date, a patient is defined as having had 'Bipolar affective disorder and mania' and mania IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Bipolar affective disorder and mania' and mania diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Bipolar affective disorder and mania' and mania or history of diagnosis during a hospitalization",Psychiatric,0,1,BAD,CPRD_BAD.csv,ICD_BAD.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-43",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00041,Bronchiectasis,CPRD_bronchiectasis.csv,ICD_bronchiectasis.csv,,Bronchiectasis,"At the specified date, a patient is defined as having had 'Bronchiectasis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Bronchiectasis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Bronchiectasis' or history of diagnosis during a hospitalization",Respiratory,0,1,bronchiectasis,CPRD_bronchiectasis.csv,ICD_bronchiectasis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-44",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
